id,text,video_id,category,clean_text,model_prediction,is_correct,actual_pillar,notes
27f77147-2d34-4258-b813-3da5a216e8f2,I have run back into this clip post-Samalamadingdong,8a4b90ed-a32e-4ffa-8aab-6e356bd1b71f,comedy,I have run back into this clip postSamalamadingdong,NEUTRAL,1,,neutral (0.947)
3e15fbfb-b70e-4989-8bbe-3a9002962fe9,Algorithm finally did something right,9767bcba-2e4a-4186-8ada-fc8e61357dc8,comedy,Algorithm finally did something right,JOY,1,,approval (0.709)
4df454a7-4731-48e9-9396-93d84294d09f,My friend did this once and it worked<br><br><br><br><br>Jk,9767bcba-2e4a-4186-8ada-fc8e61357dc8,comedy,My friend did this once and it worked Jk,NEUTRAL,1,,neutral (0.55)
c6c367d0-5f48-4e03-a008-fce4f20de2a0,The way you explained this is SO clear. Thank you,9767bcba-2e4a-4186-8ada-fc8e61357dc8,comedy,The way you explained this is SO clear. Thank you,JOY,1,,gratitude (0.998)
f02effd2-4b62-4d46-9b5f-4da916cffbb2,Hitting a gong that hard without warming it up hurts my soul as a former band kid,99b393a9-4412-41d7-8aa1-0351fbf42c37,comedy,Hitting a gong that hard without warming it up hurts my soul as a former band kid,SADNESS,1,,sadness (0.905)
0f2be85c-4632-4ebf-b2f5-3840f6d29674,"i would’ve turned the gong to sit on the floor and screamed my lungs out, pretty sure that would count too",99b393a9-4412-41d7-8aa1-0351fbf42c37,comedy,"i would've turned the gong to sit on the floor and screamed my lungs out, pretty sure that would count too",JOY,1,,approval (0.734)
54c9fe54-f552-46fa-87c6-ca29a82d105d,I feel like kicking the gong would be even louder tbh,99b393a9-4412-41d7-8aa1-0351fbf42c37,comedy,I feel like kicking the gong would be even louder tbh,NEUTRAL,1,,neutral (0.535)
d89746b3-bffd-487c-92c0-cb742747d2f3,Top tip; you&#39;ll get a louder sound out of it if you warm it up first with some gentle taps first,99b393a9-4412-41d7-8aa1-0351fbf42c37,comedy,Top tip you'll get a louder sound out of it if you warm it up first with some gentle taps first,NEUTRAL,1,,neutral (0.509)
0c02d110-b323-4efc-8457-db827a963622,"&quot;No, wait.&quot;",99b393a9-4412-41d7-8aa1-0351fbf42c37,comedy,"No, wait.",ANGER,0,NEUTRAL,disapproval (0.501)
8958d5fe-fc8e-4679-a7c8-40b30a2cba1c,Huh???,e1bbbbf9-cd1f-4da3-910d-1c44bd0b036b,comedy,Huh???,NEUTRAL,0,SURPRISE,neutral (0.694)
4afa83f6-fdc1-44f8-a91d-55f150946526,❤,e1bbbbf9-cd1f-4da3-910d-1c44bd0b036b,comedy,:red_heart:,NEUTRAL,0,JOY,neutral (0.998)
eee79743-4a9c-4a28-82bf-65139cf4e6b0,He is so funny. Legend ❤❤❤❤❤,e1bbbbf9-cd1f-4da3-910d-1c44bd0b036b,comedy,He is so funny. Legend :red_heart: :red_heart: :red_heart: :red_heart: :red_heart:,JOY,1,,amusement (0.888)
793debad-31e4-48c3-af20-c0a0aebdcfc1,😂,e1bbbbf9-cd1f-4da3-910d-1c44bd0b036b,comedy,:face_with_tears_of_joy:,JOY,1,,joy (0.569)
f90e2907-0029-4169-b1ea-6da5eabc84e9,Fifty years later he&#39;s just another common as muck old white dude with a beard and all.  Nothing special at all. 😅,e1bbbbf9-cd1f-4da3-910d-1c44bd0b036b,comedy,Fifty years later he's just another common as muck old white dude with a beard and all. Nothing special at all. :grinning_face_with_sweat:,NEUTRAL,1,,neutral (0.972)
ba1ba137-24fd-4fef-bea0-ed79a113cebf,First 1made me spit my water,f28fb3c5-5ded-4b95-9a8b-1a79bf76e8e6,comedy,First 1made me spit my water,NEUTRAL,0,JOY,neutral (0.996)
9c133f0c-f776-4701-8821-ad31a36f2f1d,MeEd UgLy got me laughing,f28fb3c5-5ded-4b95-9a8b-1a79bf76e8e6,comedy,MeEd UgLy got me laughing,JOY,1,,amusement (0.908)
7e86158a-fbfc-4f98-a346-e704f643bfb1,MEGATRON!,f28fb3c5-5ded-4b95-9a8b-1a79bf76e8e6,comedy,MEGATRON!,NEUTRAL,0,JOY,neutral (0.997)
3dbafd66-541a-41d4-8b62-228eef03991a,Meg ugly,f28fb3c5-5ded-4b95-9a8b-1a79bf76e8e6,comedy,Meg ugly,ANGER,0,NEUTRAL,disgust (0.871)
5d62ef83-b41a-4f1a-95b5-3283e11f8a1a,"Chris, Beer! Meg? Uglyyy",f28fb3c5-5ded-4b95-9a8b-1a79bf76e8e6,comedy,"Chris, Beer! Meg? Uglyyy",ANGER,0,NEUTRAL,disgust (0.886)
7863b032-a02e-4205-88d6-ddc5dac5ad12,I died when it wasnt 32,1bdc3f59-c79b-4f71-a282-1158d53414e8,education,I died when it wasnt 32,SADNESS,0,JOY,sadness (0.448)
5ae4239c-8b06-4b88-8496-370786341d3b,I never bet my life even when the answer is obvious and i would become the richest man,1bdc3f59-c79b-4f71-a282-1158d53414e8,education,I never bet my life even when the answer is obvious and i would become the richest man,NEUTRAL,1,,neutral (0.625)
d3b95541-2f4f-48a5-8fed-a848816873fb,This video is sponsored by Brilliant!,1bdc3f59-c79b-4f71-a282-1158d53414e8,education,This video is sponsored by Brilliant!,JOY,1,,admiration (0.931)
97f11806-7f34-4d60-911a-845fdc8de780,"I was thinking that by moving the points you could somehow get 32.<br><br>But you can’t, no matter where you place the points, it’ll always end up with 31.",1bdc3f59-c79b-4f71-a282-1158d53414e8,education,"I was thinking that by moving the points you could somehow get 32. But you can't, no matter where you place the points, it'll always end up with 31.",NEUTRAL,1,,neutral (0.774)
eed2bcb3-0cd5-452f-b84e-1e0e5c616450,"1,2,4,8,16,",1bdc3f59-c79b-4f71-a282-1158d53414e8,education,"1,2,4,8,16,",NEUTRAL,1,,neutral (0.997)
26b8f187-0b7d-43a3-a799-d7a89bfa1e12,"i just started “The Island of Sea Women” which takes place in Jeju, it’s an absolutely INCREDIBLE book",3148ff30-4001-4e50-af27-577bf82dedde,education,"i just started The Island of Sea Women which takes place in Jeju, it's an absolutely INCREDIBLE book",JOY,1,,admiration (0.624)
412d06b5-e530-4708-b217-41e1e65e9279,I know of Jeju island from a certain solo person fighting ants there,3148ff30-4001-4e50-af27-577bf82dedde,education,I know of Jeju island from a certain solo person fighting ants there,NEUTRAL,1,,neutral (0.989)
54f9f9f8-09f3-4115-946e-791b78898604,Excellent,3148ff30-4001-4e50-af27-577bf82dedde,education,Excellent,JOY,1,,admiration (0.993)
0594b6d5-6943-459c-a3fe-d9973ff02117,"Korean is related to north korean and a bit of japanese, no?",3148ff30-4001-4e50-af27-577bf82dedde,education,"Korean is related to north korean and a bit of japanese, no?",SURPRISE,1,,confusion (0.614)
e10e75ae-eee9-413d-99d2-b554d4069ceb,Only communist idiots call it &quot;조선글&quot;,3148ff30-4001-4e50-af27-577bf82dedde,education,Only communist idiots call it,ANGER,1,,annoyance (0.631)
ee1054ec-1a79-443e-a37d-e9273b5dee49,"Frederick William was known to have manic-depressive disorder, coupled with his excessive drinking.<br><br>Thus, Frederick the Great refused to touch alcohol for the rest of his life, preferring coffee, chocolate and tea.",63ae731e-5097-4541-9492-f9a6e6d3ca88,education,"Frederick William was known to have manicdepressive disorder, coupled with his excessive drinking. Thus, Frederick the Great refused to touch alcohol for the rest of his life, preferring coffee, chocolate and tea.",NEUTRAL,1,,neutral (0.978)
f905a14c-326e-4315-ae54-253f907e7688,Another example of strong masculine figures just being horrible people,63ae731e-5097-4541-9492-f9a6e6d3ca88,education,Another example of strong masculine figures just being horrible people,FEAR,0,ANGER,fear (0.802)
a86d9c38-0123-48ed-9761-c0a68451f68e,THAT is discipline 👍,63ae731e-5097-4541-9492-f9a6e6d3ca88,education,THAT is discipline :thumbs_up:,NEUTRAL,0,JOY,neutral (0.997)
7217171e-f9f0-4b4d-9b1a-c50cd9c10ad0,"Young Frederick was damn lucky he <i>didn&#39;t</i> die! What a horrible, toxic father. Was it any wonder the young one tried to escape with his lover (or at least friend)? 😭😢🤷🏼",63ae731e-5097-4541-9492-f9a6e6d3ca88,education,"Young Frederick was damn lucky he didn't die! What a horrible, toxic father. Was it any wonder the young one tried to escape with his lover or at least friend? :loudly_crying_face: :crying_face: :person_shrugging_mediumlight_skin_tone:",FEAR,0,SADNESS,fear (0.349)
dbfb183b-abc0-4178-b5c9-bcbfa0197aad,If his farther was still alive while he was the leader he should of just punished his father,63ae731e-5097-4541-9492-f9a6e6d3ca88,education,If his farther was still alive while he was the leader he should of just punished his father,NEUTRAL,1,,neutral (0.944)
8866de62-3780-445f-8c7d-3276b7f163ae,Crating a hash map doesbt loop once... Wait what,7cba165a-7ece-4ec1-b0f9-d80496de85fa,education,Crating a hash map doesbt loop once... Wait what,NEUTRAL,1,,neutral (0.968)
493ddc7d-e8db-49ea-b1b0-02afa97778a3,"Useless channel, go explain some advanced things🙄",7cba165a-7ece-4ec1-b0f9-d80496de85fa,education,"Useless channel, go explain some advanced things :face_with_rolling_eyes:",ANGER,1,,annoyance (0.554)
a0761f75-6af8-4e42-aa34-46f2294c7f68,We can also solve using 2 pointers. It will also be O(n),7cba165a-7ece-4ec1-b0f9-d80496de85fa,education,We can also solve using 2 pointers. It will also be On,NEUTRAL,1,,neutral (0.939)
277d2f7d-61e4-4973-86c1-31aa229c215f,"what&#39;s wrong if we use i,j and nested for loop?",7cba165a-7ece-4ec1-b0f9-d80496de85fa,education,"what's wrong if we use i,j and nested for loop?",SURPRISE,1,,confusion (0.469)
472b3144-8fbf-4d8b-8f84-edbc5ec7069c,"Omg, I was just crashing out at this question",7cba165a-7ece-4ec1-b0f9-d80496de85fa,education,"Omg, I was just crashing out at this question",SURPRISE,1,,surprise (0.902)
863c5781-8866-451d-973c-8da3fe895cc3,"Probably cuz English is ur first language...or one of your first. Happens to me in romanian too but with other languages, I tend to notice them",89a5577a-f254-450d-8024-e464ede08307,education,"Probably cuz English is ur first language...or one of your first. Happens to me in romanian too but with other languages, I tend to notice them",NEUTRAL,1,,neutral (0.646)
32efcd59-13d4-45c9-aa56-cc892fc67936,"Guys I got one, Transparent, is a paren that went trans",89a5577a-f254-450d-8024-e464ede08307,education,"Guys I got one, Transparent, is a paren that went trans",NEUTRAL,1,,neutral (0.992)
a6fe2f26-8d2b-4075-9aa6-5fbf5cb5c5a0,I discovered spaceship like a month ago😭,89a5577a-f254-450d-8024-e464ede08307,education,I discovered spaceship like a month ago :loudly_crying_face:,NEUTRAL,1,,neutral (0.49)
a9e7dd07-a708-48df-ad98-2bcc14dd0488,"When I first realized that shepherd = sheep herd, it was definitely a minor mind-blown moment.",89a5577a-f254-450d-8024-e464ede08307,education,"When I first realized that shepherd sheep herd, it was definitely a minor mindblown moment.",SURPRISE,1,,realization (0.939)
076a09cf-a6b2-4477-88a2-dd56d78dfbac,If you went so far without knowing about alphabet you shouldn&#39;t be ashamed. Your school system should.,89a5577a-f254-450d-8024-e464ede08307,education,If you went so far without knowing about alphabet you shouldn't be ashamed. Your school system should.,NEUTRAL,0,SADNESS,neutral (0.287)
62598d9f-ead5-4296-97b7-4841e0bae0a3,"The two white rollers, one between the two front wheels and the another one between the two rear wheels , contact the big top wheel simultaneously. When the front wheels and rear wheels rotate clockwise, these two rollers also rotate clockwise. This make the big top wheel rotates counterclockwise.",92be6a5a-a9af-48b6-9ee8-1420d6637654,education,"The two white rollers, one between the two front wheels and the another one between the two rear wheels , contact the big top wheel simultaneously. When the front wheels and rear wheels rotate clockwise, these two rollers also rotate clockwise. This make the big top wheel rotates counterclockwise.",NEUTRAL,1,,neutral (0.995)
4f124cb9-2106-4b23-8d1c-956ff860861f,I hope I&#39;m not the only one who thought about the massive stones taken to build pyramids using this mechanism,92be6a5a-a9af-48b6-9ee8-1420d6637654,education,I hope I'm not the only one who thought about the massive stones taken to build pyramids using this mechanism,JOY,1,,optimism (0.966)
1e9d3e5e-f2e3-4c58-a27f-928cfe709f9e,"I&#39;m not sure what you&#39;re trying to show here, but this is a crazy looking mechanism",92be6a5a-a9af-48b6-9ee8-1420d6637654,education,"I'm not sure what you're trying to show here, but this is a crazy looking mechanism",SURPRISE,1,,confusion (0.939)
1eb912fa-2501-431d-86c5-b0b1a6bf86c2,"It seems that, the larger wheel is skidding-off from the wooden plank (as there is no friction in between), and hence it appears, as if, it moves faster.",92be6a5a-a9af-48b6-9ee8-1420d6637654,education,"It seems that, the larger wheel is skiddingoff from the wooden plank as there is no friction in between, and hence it appears, as if, it moves faster.",NEUTRAL,1,,neutral (0.923)
b3e5e11b-ee7e-4f4f-8334-0cac80908076,I’m not sure how you’d use this?,92be6a5a-a9af-48b6-9ee8-1420d6637654,education,I'm not sure how you'd use this?,SURPRISE,1,,confusion (0.946)
26cb68f9-b86b-4afa-8bd0-6b21cf483928,"Mind boggling, could you put this into an equation using geometric principles then? Maybe also using logarithms? Now I&#39;m triggered",ce6d5814-1997-4704-9a6b-d0ef73e220ef,education,"Mind boggling, could you put this into an equation using geometric principles then? Maybe also using logarithms? Now I'm triggered",SURPRISE,1,,curiosity (0.627)
f3741a25-81df-4cf2-88f0-f1763c57ab0c,The sound tickles my brain,ce6d5814-1997-4704-9a6b-d0ef73e220ef,education,The sound tickles my brain,NEUTRAL,0,JOY,neutral (0.96)
1d8010d5-bab2-4d47-a281-36f651e41380,So this is basically a cheat code to figure out digits of pi,ce6d5814-1997-4704-9a6b-d0ef73e220ef,education,So this is basically a cheat code to figure out digits of pi,NEUTRAL,1,,neutral (0.981)
dec3828f-1a38-4198-bd68-1e79bf6bddbc,That sounded like a small animal getting scared shitless lmao,ce6d5814-1997-4704-9a6b-d0ef73e220ef,education,That sounded like a small animal getting scared shitless lmao,JOY,1,,amusement (0.929)
370d247e-9c3b-4d70-8a54-bef46d1b6604,It is just that the larger distance from the hole to the ground (image plane) make the apparent hole small enough to convert the system to a pinhole camera. This is amazing. Also love the leaves shadow effect during eclipse.,d542d04a-2c59-49f5-84b8-f870f936ee6d,education,It is just that the larger distance from the hole to the ground image plane make the apparent hole small enough to convert the system to a pinhole camera. This is amazing. Also love the leaves shadow effect during eclipse.,JOY,1,,admiration (0.887)
e2913161-7a79-4df7-a93b-c1a7a8950b4d,should have prooven this with a triangular light source drawing a triangle,d542d04a-2c59-49f5-84b8-f870f936ee6d,education,should have prooven this with a triangular light source drawing a triangle,NEUTRAL,1,,neutral (0.997)
dcf48227-c6f9-48cc-872f-a10edace4450,"I haven&#39;t been here in a while, but I&#39;m pretty damn sure that this is not the guy I subscribed too 🧐🤔🤔",d542d04a-2c59-49f5-84b8-f870f936ee6d,education,"I haven't been here in a while, but I'm pretty damn sure that this is not the guy I subscribed too :face_with_monocle: :thinking_face: :thinking_face:",ANGER,0,SURPRISE,disapproval (0.727)
1eef9263-8522-4b60-a064-54c14da48231,It truly goes in the square hole 😭,d542d04a-2c59-49f5-84b8-f870f936ee6d,education,It truly goes in the square hole :loudly_crying_face:,NEUTRAL,0,JOY,neutral (0.987)
3a3b123e-3dff-4ae6-8c84-15181f10c8cf,You know the amount of times in the shorts your main man be leaving us hanging I think you just won him up with some actual spit in of fax,d542d04a-2c59-49f5-84b8-f870f936ee6d,education,You know the amount of times in the shorts your main man be leaving us hanging I think you just won him up with some actual spit in of fax,NEUTRAL,1,,neutral (0.997)
3a5d11ae-81af-4c6f-89bb-258b26c995f6,What does it feel like with your hands coated in hydrophobic material?,daff28a7-d486-4a05-9fee-fbd28ed6aa98,education,What does it feel like with your hands coated in hydrophobic material?,SURPRISE,1,,curiosity (0.611)
c912d898-d420-45e0-9998-b74d697c8768,To me the primary detection if water is wet is its consistency.. Rather than any change in temperature.. Also the way 15 degree Air feels like fully depends on the &quot;water in it&quot; ussualy you can even smell it when its gonna rain in few hours,daff28a7-d486-4a05-9fee-fbd28ed6aa98,education,To me the primary detection if water is wet is its consistency.. Rather than any change in temperature.. Also the way 15 degree Air feels like fully depends on the water in it ussualy you can even smell it when its gonna rain in few hours,NEUTRAL,1,,neutral (0.98)
abae592f-3a61-40e9-80af-4be00742e565,I feel violated,daff28a7-d486-4a05-9fee-fbd28ed6aa98,education,I feel violated,SADNESS,1,,sadness (0.442)
734f4d45-639b-42e8-bf4b-23d421c4ac27,Is it really a latex glove? Looks like Nitrile to me,daff28a7-d486-4a05-9fee-fbd28ed6aa98,education,Is it really a latex glove? Looks like Nitrile to me,SURPRISE,1,,confusion (0.797)
38304ccf-fdaa-499f-b4cc-2ae6ee46ed88,Nice to know some part of the Robin Hood story was true,defd2e06-fafc-442d-8a82-83ea64a7ab6f,education,Nice to know some part of the Robin Hood story was true,JOY,1,,admiration (0.436)
640414bd-159d-4f09-b30f-28ba1b0150e4,Penelope queen of Ithaca?,defd2e06-fafc-442d-8a82-83ea64a7ab6f,education,Penelope queen of Ithaca?,NEUTRAL,0,SURPRISE,neutral (0.585)
08d10aac-c76d-4704-876e-e7eb46057ba1,"wrong, my mom&#39;s better",defd2e06-fafc-442d-8a82-83ea64a7ab6f,education,"wrong, my mom's better",ANGER,1,,disapproval (0.604)
fb158196-a3ae-45ab-9f2d-b2adddb5bc1c,She appeared in Fate/Strange Fake,defd2e06-fafc-442d-8a82-83ea64a7ab6f,education,She appeared in FateStrange Fake,NEUTRAL,1,,neutral (0.997)
dd49f4dc-191f-454d-a529-ebf1552a5f15,Ye forgot:<br>She crossed the fucking Alps at like 70,defd2e06-fafc-442d-8a82-83ea64a7ab6f,education,Ye forgot: She crossed the fucking Alps at like 70,ANGER,1,,annoyance (0.333)
1e97b853-db90-4bd5-b696-09d339a0fa20,😮😮😮😮😮😮,3bdce89a-1e83-4b88-aa0d-79294b929b45,gaming,:face_with_open_mouth: :face_with_open_mouth: :face_with_open_mouth: :face_with_open_mouth: :face_with_open_mouth: :face_with_open_mouth:,NEUTRAL,0,JOY,neutral (0.998)
2b7910a6-880b-45a4-ad29-3f8a0149c239,Kamal driver,3bdce89a-1e83-4b88-aa0d-79294b929b45,gaming,Kamal driver,NEUTRAL,1,,neutral (0.997)
bf7f9a8a-6059-4d36-8ff8-c99bc60ed759,😮😮😮😮😮😮😮😮😮,3bdce89a-1e83-4b88-aa0d-79294b929b45,gaming,:face_with_open_mouth: :face_with_open_mouth: :face_with_open_mouth: :face_with_open_mouth: :face_with_open_mouth: :face_with_open_mouth: :face_with_open_mouth: :face_with_open_mouth: :face_with_open_mouth:,NEUTRAL,0,JOY,neutral (0.998)
2c6f9ba0-541a-4a24-bfd9-85de3eac64a8,Very good ❤,3bdce89a-1e83-4b88-aa0d-79294b929b45,gaming,Very good :red_heart:,JOY,1,,admiration (0.989)
d054e0ea-b866-4452-bae3-a7d7b7d040a2,Stooped,3bdce89a-1e83-4b88-aa0d-79294b929b45,gaming,Stooped,NEUTRAL,1,,neutral (0.901)
9e442d88-97e8-4100-a2eb-8c3978cd27d2,1.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4!,485d1c8c-b42e-499b-8c71-8ec7cdafcaa5,gaming,1.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4!,NEUTRAL,1,,neutral (0.998)
0cbd04f1-a038-4c1b-85fe-60426bb7bed9,What a pointless video when they patched the glitch,485d1c8c-b42e-499b-8c71-8ec7cdafcaa5,gaming,What a pointless video when they patched the glitch,ANGER,1,,annoyance (0.702)
1cbbaf68-3bf2-4217-9897-3310a072cf62,99% of you have only beat bosses with entire builds based around cheese methods lol. How to stay bad for dummies lol.,485d1c8c-b42e-499b-8c71-8ec7cdafcaa5,gaming,99 of you have only beat bosses with entire builds based around cheese methods lol. How to stay bad for dummies lol.,JOY,1,,amusement (0.988)
f8281c69-bcde-4f38-86ae-b8f47834e869,Still is,485d1c8c-b42e-499b-8c71-8ec7cdafcaa5,gaming,Still is,NEUTRAL,1,,neutral (0.998)
44cb3468-e33d-45fa-aa3a-93c473a4ebf8,This shit allowed me to go totem boss place or some shit like that,485d1c8c-b42e-499b-8c71-8ec7cdafcaa5,gaming,This shit allowed me to go totem boss place or some shit like that,ANGER,0,NEUTRAL,annoyance (0.664)
752e4e33-59a0-4804-b3f7-e2c8d0711ad1,Malo qlo,5629b153-064d-4d70-9f6e-2e474180eb9b,gaming,Malo qlo,NEUTRAL,1,,neutral (0.998)
64f3e442-0d8f-4574-9d6c-2edff988d590,All for the team,5629b153-064d-4d70-9f6e-2e474180eb9b,gaming,All for the team,NEUTRAL,0,JOY,neutral (0.997)
98cf146d-4233-483a-9ea2-38ce6b7f88ae,Bro your aim sucks😂,5629b153-064d-4d70-9f6e-2e474180eb9b,gaming,Bro your aim sucks :face_with_tears_of_joy:,ANGER,0,JOY,annoyance (0.585)
55d71597-4ac6-4509-a542-15c646e0d96c,BRO THE AIM,5629b153-064d-4d70-9f6e-2e474180eb9b,gaming,BRO THE AIM,NEUTRAL,0,JOY,neutral (0.997)
945cd666-d71d-4619-a850-dcb328e8ca90,“This pickle never be touching the ground again.” 🗣️🗣️🔥🔥,57c22ce0-6382-4d27-b37f-c068eab7c71a,gaming,This pickle never be touching the ground again. :speaking_head: :speaking_head: :fire: :fire:,NEUTRAL,0,JOY,neutral (0.998)
8f71816b-8b19-4e8b-b65a-25ecc6feb665,&quot;its a wonderful day for pie&quot;,57c22ce0-6382-4d27-b37f-c068eab7c71a,gaming,its a wonderful day for pie,JOY,1,,joy (0.468)
5028c9f4-4bc1-436c-9550-eaf08ab11248,Hi,57c22ce0-6382-4d27-b37f-c068eab7c71a,gaming,Hi,NEUTRAL,1,,neutral (0.998)
6d358f03-8fba-48d7-b389-bf8e60df02a1,A homage to freshy boy,57c22ce0-6382-4d27-b37f-c068eab7c71a,gaming,A homage to freshy boy,NEUTRAL,1,,neutral (0.943)
